Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
14524940992,Áo Thun Tết Sum Vầy 2025 Ất Tỵ Năm Con Rắn | LẠ STORE,₫49.000,"1,1k",ÁO THUN LẠ STORE,"12,4%",₫5.880,https://shopee.vn/product/81875988/14524940992,https://s.shopee.vn/4L32t5RbkD
29557777287,"Áo cadigan len nữ siêu xinh, áo len cadigan siêu phù hợp các dịp noel, tết Hot 2025 EP23",₫209.000,"10,1k",MặcĐẹp.Clothing,"2,4%",₫4.180,https://shopee.vn/product/533426722/29557777287,https://s.shopee.vn/4AjcgmSF5C
29667386635,"Áo len đỏ đô giáng sinh dài tay dáng rộng cổ V, áo len noel nữ, tết hot trend 2025",₫239.000,32,JUNE ORDER,"4,4%",₫9.560,https://shopee.vn/product/63749390/29667386635,https://s.shopee.vn/40QCUTSsQB
27115582156,NRVP【 Tết Nguyên Đán 2025 CNY 】 Áo thun Cotton tay ngắn Oversize Người phụ nữ Baggy dáng rộng cổ tròn Áo nữ Áo thun Ootd độc đáo 2025 Lives,₫109.000,37,Korean House NRVP,"10,4%",₫10.900,https://shopee.vn/product/241418324/27115582156,https://s.shopee.vn/6V7XT4JMLg
28267501427,Áo Thun Tết 2025 Ất Tỵ Xuân Như Ý Năm Con Rắn | LẠ STORE,₫49.000,34,ÁO THUN LẠ STORE,"12,4%",₫5.880,https://shopee.vn/product/81875988/28267501427,https://s.shopee.vn/6Ko7GlJzgf
24903059074,Áo Thun TẾT SÀI GÒN XƯA 2025 CON RẮN XUÂN ẤT TỴ Unisex Nam Nữ Áo Gia Đình Cặp Đôi Shop.Lucas - SAIGONTET,₫119.000,343,Shop.Lucas,"2,4%",₫2.380,https://shopee.vn/product/500984823/24903059074,https://s.shopee.vn/6AUh4SKd1e
29719812832,[BST Tết CLZ 2025] Áo thun local brand nữ nam unisex basic tay lỡ thun form rộng 100% cotton oversize Cloudzy NEW YEAR,₫129.000,28,Cloudzy,"2,4%",₫2.580,https://shopee.vn/product/909107171/29719812832,https://s.shopee.vn/60BGs9LGMd
28466972401,Áo Thun Dài Tay - Áo Thu Đông Dài Tay nỉ Da Cá logo Thêu LOGO  3 sọc  tay mẫu mới tết 2025 shopmap,₫99.000,59,ShopMap - Thời trang tuổi Teen,"2,4%",₫1.980,https://shopee.vn/product/66198898/28466972401,https://s.shopee.vn/5prqfqLthc
28807781328,"Áo len đỏ noel, áo len siêu phù hợp các dịp giáng sinh, tết cực hot 2025 EP27",₫199.000,"10,1k",MặcĐẹp.Clothing,"2,4%",₫3.980,https://shopee.vn/product/533426722/28807781328,https://s.shopee.vn/5fYQTXMX2b
22207307870,Áo Thun Tết 2025 Ất Tỵ Năm Con Rắn | LẠ STORE,₫49.000,529,ÁO THUN LẠ STORE,"12,4%",₫5.880,https://shopee.vn/product/81875988/22207307870,https://s.shopee.vn/5VF0HENANa
28507785686,"Áo len cadigan đính nơ siêu xinh, áo len đỏ noel, tết cực điệu đà Hot 2025 EP30",₫199.000,"10,1k",MặcĐẹp.Clothing,"2,4%",₫3.980,https://shopee.vn/product/533426722/28507785686,https://s.shopee.vn/5Kva4vNniZ
24560981091,Áo Thun Tết Bài Đỏ Xuân 16 LÀ DẰN 2025 Unisex Nam Nữ Slogan Hot Trend Chất Cotton Shop Lucas,₫119.000,102,Shop.Lucas,"2,4%",₫2.380,https://shopee.vn/product/500984823/24560981091,https://s.shopee.vn/7pcv3WEHe4
24438271241,Áo thun tết 2025 - Áo phông tết đủ mẫu chất thun mềm mịn thoáng mát co dãn tốt,₫59.000,29,H & V Store,"12,4%",₫7.080,https://shopee.vn/product/57031084/24438271241,https://s.shopee.vn/7fJUrDEuz3
24538201984,ÁO THUN TẾT 2025 - TẾT ĐONG ĐẦY,₫55.000,25,ANUBIS STORE,"2,4%",₫1.100,https://shopee.vn/product/24214434/24538201984,https://s.shopee.vn/7V04euFYK2
