Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
3446597175,Nước tẩy trang hoa cúc LUCENBASE làm sạch da 500ml,₫139.000,"7,3k",DUF STORE,"4,4%",₫5.560,https://shopee.vn/product/290460864/3446597175,https://s.shopee.vn/5Kva5SJGnf
1617501498,Nước Tẩy Trang SENKA Tươi Mát Da All Clear Water Fresh Anti Shine 230ml Hasaki,₫87.000,"26,2k",Hasaki Official Store,"2,4%",₫1.740,https://shopee.vn/product/18644537/1617501498,https://s.shopee.vn/AUdgEwzbJg
17973286326,Nước tẩy trang L'Oreal Paris 3-in-1 Micellar Water 400ml,₫175.000,"2,3k",Hương Nam Cosmetics,"12,4%",₫21.000,https://shopee.vn/product/339667664/17973286326,https://s.shopee.vn/AKKG2e0Eef
21209901715,Bộ đôi nước tẩy trang và làm sạch cho da nhạy cảm Micellar Water Sensitive Skin,₫879.000,"19,7k",La Roche-Posay Chính Hãng,"10,4%",₫87.900,https://shopee.vn/product/37251700/21209901715,https://s.shopee.vn/AA0pqL0rze
23515364937,Nước tẩy trang l dành cho mọi loại da chính hãng A380,₫35.000,"7,5k",georgia160.vn,"7,4%",₫2.450,https://shopee.vn/product/824190445/23515364937,https://s.shopee.vn/9zhPe21VKd
1222524212,Nước Tẩy Trang Simple Dành Cho Da Nhạy Cảm Hasaki Sản phẩm chính hãng,₫105.000,30k,Hasaki Official Store,"2,4%",₫2.100,https://shopee.vn/product/18644537/1222524212,https://s.shopee.vn/9pNzRj28fc
18928623705,[Combo Maycreate] Nước Tẩy Trang và Bông Tẩy Trang Maycreate - Vibesvietnam,₫58.000,8k,Vibesvietnam - Thế Giới Mặt Nạ,"9,4%",₫5.220,https://shopee.vn/product/231824315/18928623705,https://s.shopee.vn/9f4ZFQ2m0b
12135661558,Bộ nước tẩy trang & sữa rửa mặt cặng mượt giảm nếp nhăn Hyaluronic Acid L'Oreal Paris,₫351.000,"9,4k",L'Oreal Paris Official Store,"10,4%",₫35.100,https://shopee.vn/product/37251933/12135661558,https://s.shopee.vn/9Ul9373PLa
13724885578,Nước tẩy trang L'Oreal Paris 3-in-1 Micellar Water 400ml,₫29.000,"22,1k",hanoi_cosmetic,"4,4%",₫1.160,https://shopee.vn/product/60338102/13724885578,https://s.shopee.vn/9KRiqo42gZ
20742531141,"NƯỚC TẨY TRANG INNISFREE TRÀ XANH MẪU MỚI 300ML, PHÙ HỢP CHO MỌI LOẠI DA",₫185.000,"8,5k",Mỹ Phẩm Office HCM Chính Hãng,"10,4%",₫18.500,https://shopee.vn/product/857357289/20742531141,https://s.shopee.vn/9A8IeV4g1Y
